name,type,CP,adresse,latitude,longitude,telephone,prix,specialite1,specialite2,specialite3
Massale,Restaurant,75011,"5, rue Guillaume Bertrand",48.8634143,2.379830800000036,+ 33 1 73 79 87 90,De 36 à 50 €,Néobistrot,Bar à vins / Cave à manger,
Le Drugstore,Restaurant,75008,"133, av. des Champs-Elysées",48.872519,2.297064099999943,+33 1 44 43 77 64,Plus de 51 €,Néobrasserie,,
Bonhomie ,Restaurant,75010,"22, rue d’Enghien",48.872098,2.351262399999996,+33 9 83 88 82 51,De 36 à 50 €,Méditerranéen,Néobistrot,
Loca,Restaurant,75018,"29, rue Lambert",48.8891466,2.344799299999977,+33 1 73 71 07 03,De 36 à 50 €,Néobistrot,Viandes / Grillades,
Bojan,Restaurant,34000,"6, rue de l'Université",43.61210579999999,3.8765458999999964,+33 4 67 05 22 90,De 16 à 35 €,Cuisine d'auteur,Tapas,
Barak,Restaurant,75010,"62, rue du Faubourg-Poissonnière",48.87551819999999,2.3482715999999755,Pas de téléphone ,Moins de 15 €,Kebabs,Sandwichs / Bagels,Lèche-doigts
Grand Café d'Athènes,Restaurant,75010,"74, rue du Faubourg Saint-Denis",48.87310799999999,2.354795500000023,+33 1 74 64 65 46,De 16 à 35 €,Café / Coffee Shop,Grec,Méditerranéen
Le Servan,Restaurant,75011,"32, rue Saint-Maur",48.86101559999999,2.3814505999999938,+33 1 55 28 51 82,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
L'Attache,Restaurant,75011,"52, rue Basfroi",48.8565569,2.3782940999999482,+ 33 1 45 31 01 22,De 16 à 35 €,Bar à vins / Cave à manger,,
Pépite,Restaurant,31300,"27-29, rue Charles Viguerie",43.6002336,1.4352747000000363,+33 5 61 31 95 93,De 16 à 35 €,Cuisine d'auteur,Cuisine du marché,Bar à vins / Cave à manger
Ave Pizza Romana,Restaurant,75011,"90, rue de la Folie Méricourt",48.8669245,2.36964439999997,+33 9 83 63 83 81,De 16 à 35 €,Italien,Pizzas,
L'Amarré,Restaurant,56000,"6, rue Pasteur",47.6553873,-2.764767099999972,+33 2 97 66 59 89,De 36 à 50 €,Cuisine d'auteur,Poissons et fruits de mer,
Le Pompon,Restaurant,06400,"4, rue Emile Négrin",43.5523268,7.0146254999999655,+33 4 93 30 31 23,De 16 à 35 €,Cuisine du marché,Néobistrot,
Le Glouphile ,Restaurant,06300,"41, bd Stalingrad",43.69617420000001,7.286884099999952,,De 16 à 35 €,Planches / Assiettes froides,Bar à vins / Cave à manger,
Plage Palace,Restaurant,34250,"336, av. Saint-Maurice",43.541212,3.9690952999999354,+33 4 34 08 63 00,De 36 à 50 €,Méditerranéen,Poissons et fruits de mer,
Yafo,Restaurant,75010,"96, rue d'Hauteville",48.8773422,2.351675099999966,Pas de téléphone,Moins de 15 €,Lèche-doigts,,
Sbrisolona,Restaurant,75011,"44, rue Trousseau",48.8522421,2.379231699999991,+33 9 84 48 14 58,De 16 à 35 €,Italien,Snack / Tartes / Salades / Soupes / Bols,
Krügen,Restaurant,75011,"58, rue de la Fontaine-au-Roi",48.8680751,2.373889200000008,+33 9 52 29 78 79,De 16 à 35 €,Crêperie,,
Trois Fois Plus de Piment Saint Germain,Restaurant,75005,"17, rue Frédéric Sauton",48.8507225,2.3491624000000684,+33 1 42 01 65 15,Moins de 15 €,Asiatique,Chinois,
Marzo Rive Droite,Restaurant,75116,"84, rue Lauriston",48.8671183,2.287511600000016,+33 1 45 05 51 18,De 16 à 35 €,Italien,Pizzas,
Petit Navire,Restaurant,75020,"85, rue Julien-Lacroix",48.8717761,2.382539700000052,+33 1 43 58 79 64,De 16 à 35 €,Bistrot,Méditerranéen,
Bontemps,Restaurant,75003,"57, rue de Bretagne",48.8638169,2.360690100000056,+33 1 42 74 10 68,De 16 à 35 €,Salon de thé / Pâtisserie,Snack / Tartes / Salades / Soupes / Bols,
Le Costes,Restaurant,75001,"239-241, rue Saint-Honoré",48.8666683,2.327974499999982,+33 1 42 44 50 25,Plus de 51 €,Nourritures mondaines,,
Hero,Restaurant,75002,"289, rue Saint-Denis",48.86949910000001,2.3523430999999846,+33 1 42 33 38 01,De 16 à 35 €,Coréen,,
Le Bougainville,Restaurant,75002,"5, rue de la Banque",48.8665455,2.3400839999999334,+33 1 42 60 05 19,De 16 à 35 €,Bistrot,,
Coinstot Vino,Restaurant,75002,"26 bis, passage des Panoramas",48.8706514,2.341592100000071,+33 1 44 82 08 54,De 16 à 35 €,Pizzas,Bar à vins / Cave à manger,
Hôtel Bachaumont,Restaurant,75002,"18, rue Bachaumont",48.8662318,2.345047300000033,+33 1 81 66 47 50,De 36 à 50 €,Nourritures mondaines,Néobrasserie,
Okomusu,Restaurant,75003,"11, rue Charlot",48.86149529999999,2.3607534000000214,+33 1 57 40 97 27,De 16 à 35 €,Asiatique,Japonais,
Prosper et Fortunée,Restaurant,75005,"50, rue Broca",48.8376222,2.347202599999946,+33 1 43 37 70 39,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Maison David,Restaurant,75004,"6, rue des Ecouffes",48.8564745,2.3584253000000217,+33 1 77 18 23 62,Plus de 51 €,Yiddish,Viandes / Grillades,Sandwichs / Bagels
Bellota-Bellota,Restaurant,75008,"11, rue Clément Marot",48.8673991,2.303276,+33 1 46 33 49 54,De 36 à 50 €,Espagnol,Sandwichs / Bagels,Lèche-doigts
Ahipoké,Restaurant,75010,"84, rue d'Hauteville",48.8765793,2.3514580999999453,+33 9 86 21 93 78,Moins de 15 €,Snack / Tartes / Salades / Soupes / Bols,Lèche-doigts,Hawaïen
La Taverne de Zhao,Restaurant,75010,"49, rue des Vinaigriers",48.87313409999999,2.360299199999986,+33 1 40 37 16 21 ,De 16 à 35 €,Chinois,,
Peco Peco,Restaurant,75009,"47, rue Jean-Baptiste-Pigalle",48.8802525,2.3346105000000534,+33 1 53 16 19 84,De 16 à 35 €,Asiatique,Japonais,
Il Cuoco Galante,Restaurant,75009,"36, rue Condorcet",48.8800049,2.3450961999999436,+ 33 1 40 37 35 53,De 16 à 35 €,Italien,,
Pianovins,Restaurant,75011,"46, rue Trousseau",48.8523649,2.3792419999999765,+33 1 48 06 95 85,De 36 à 50 €,Néobistrot,,
Mikado,Restaurant,34000,"31, rue Alexandre Cabanel",43.6077662,3.8748183000000154,+33 7 88 19 12 29,De 16 à 35 €,Japonais,Bar à vins / Cave à manger,
CheZaline,Restaurant,75011,"85, rue de la Roquette",48.8571274,2.378407799999991,+33 1 43 71 90 75,Moins de 15 €,Cuisine du marché,Sandwichs / Bagels,Lèche-doigts
Robert,Restaurant,75011,"32, rue de la Fontaine au Roi",48.8681354,2.3716507999999976,+33 1 43 57 20 29,De 36 à 50 €,Néobistrot,,
Bistrot Paul Bert,Restaurant,75011,"18, rue Paul-Bert",48.85221019999999,2.385017699999935,+33 1 43 72 24 01,De 36 à 50 €,Bistrot,Cuisine du marché,Bar à vins / Cave à manger
Pierre Sang in Oberkampf,Restaurant,75011,"55, rue Oberkampf",48.8647218,2.3724244999999655,+33 9 67 31 96 80 ,De 16 à 35 €,Cuisine d'auteur,Néobistrot,
Virtus,Restaurant,75012,"29, rue de Cotte",48.8501852,2.377965099999983,+33 9 80 68 08 08,De 36 à 50 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Le 6 Paul Bert,Restaurant,75011,"6, rue Paul-Bert",48.8513318,2.3846753000000263,+33 1 43 79 14 32,De 36 à 50 €,Néobistrot,,
Brutos,Restaurant,75011,"5, rue du Général-Renault",48.8615187,2.3781291000000238,+33 1 48 06 98 97,De 36 à 50 €,Néobistrot,Viandes / Grillades,
Kigawa ,Restaurant,75014,"186, rue du Château",48.833134,2.3242692000000034,,Plus de 51 €,Cuisine d'auteur,,
Chez Joy,Restaurant,75014,"84, rue Daguerre",48.83579109999999,2.3248510999999326,+33 1 43 20 01 68,De 16 à 35 €,Asiatique,Thaïlandais,Vietnamien
Les Grands Verres,Restaurant,75016,"13, av. du Président Wilson",48.8645866,2.2966748000000052,+33 1 85 53 03 61,De 36 à 50 €,Méditerranéen,,
Bouillon Pigalle,Restaurant,75018,"22, boulevard de Clichy ",48.8826517,2.3374635000000126,+33 1 42 59 69 31,Moins de 15 €,Brasserie,Terroir,
Les Marches,Restaurant,75116,"5, rue de la Manutention",48.86390129999999,2.2959468000000243,+33 1 47 23 52 80,De 16 à 35 €,Bistrot,,
Le Cabanon de l'Ecailler ,Restaurant,75014,"14, pl. Constantin Brancusi",48.8371072,2.3207373999999845,+33 1 43 20 52 17,De 16 à 35 €,Poissons et fruits de mer,,
Marcelle,Restaurant,75001,"22, rue Montmartre",48.864102,2.345639300000016,+33 1 40 13 04 04,De 16 à 35 €,Café / Coffee Shop,Snack / Tartes / Salades / Soupes / Bols,
Le Baratin,Restaurant,75020,"3, rue Jouye-Rouve",48.8731293,2.382917799999973,+33 1 43 49 39 70,De 36 à 50 €,Bistrot,Cuisine d'auteur,Bar à vins / Cave à manger
Fine l'Epicerie ,Restaurant,75020,30 Rue de Belleville,48.8725592,2.3796718999999484,+33 9 81 17 95 88,Moins de 15 €,Terroir,Sandwichs / Bagels,
Mokonuts,Restaurant,75011,"5, rue Saint-Bernard",48.8507906,2.3813834000000043,,De 36 à 50 €,Café / Coffee Shop,Cuisine du marché,Salon de thé / Pâtisserie
Le Dauphin,Restaurant,75011,"131, av. Parmentier",48.869447,2.371115400000008,+33 1 55 28 78 88,De 36 à 50 €,Tapas,Bar à vins / Cave à manger,
Melt 17,Restaurant,75017,"83, rue Legendre",48.8877859,2.3202774999999747,+33 9 87 09 99 25 ,De 16 à 35 €,Viandes / Grillades,Lèche-doigts,
La Buvette,Restaurant,75011,"67, rue Saint-Maur",48.8629024,2.3792240999999876,+33 9 83 56 94 11,Moins de 15 €,Bar à vins / Cave à manger,,
Tzeferakos,Restaurant,75005,"24, rue Monge",48.8468959,2.3511320999999725,+ 33 1 46 34 76 27,De 16 à 35 €,Grec,Lèche-doigts,
Aux Prés,Restaurant,75006,"27, rue du Dragon",48.85272399999999,2.33051219999993,+33 1 45 48 29 68 ,Plus de 51 €,Néobistrot,,
Breizh Café Le Marais,Restaurant,75004,"109, rue Vieille-du-Temple",48.8606353,2.3618604000000687,+33 1 42 72 13 77,De 16 à 35 €,Crêperie,Breton,
Elmer,Restaurant,75003,"30, rue Notre-Dame-de-Nazareth",48.86742719999999,2.359420699999987,+33 1 43 56 22 95,Plus de 51 €,Cuisine du marché,Néobistrot,
Polissons,Restaurant,75018,"35, rue Ramey",48.8891668,2.3462458999999853,,De 36 à 50 €,Néobistrot,,
Freddy’s,Restaurant,75006,"54, rue de Seine",48.8540863,2.3368735000000243,Pas de téléphone,De 16 à 35 €,Tapas,Bar à vins / Cave à manger,
Banh Mi,Restaurant,75003,"81, rue de Turbigo",48.86666719999999,2.3606803999999784,+33 1 48 04 98 90,Moins de 15 €,Asiatique,Vietnamien,Snack / Tartes / Salades / Soupes / Bols
Le Clarence,Restaurant,75008,"31, av. Franklin-Delano-Roosevelt",48.86743920000001,2.3098377000000028,+33 1 82 82 10 10,Plus de 51 €,Cuisine d'auteur,,
Eels,Restaurant,75010,"27, rue d'Hauteville",48.8732428,2.350104999999985,+33 1 42 28 80 20,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Plume,Restaurant,75007,"24, rue Pierre-Leroux",48.8487714,2.319201000000021,+33 1 43 06 79 85,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
Miss Lunch,Restaurant,75012,"3, rue Antoine-Vollon",48.8504446,2.3765937000000577,+33 1 53 33 03 59,De 16 à 35 €,Cuisine du marché,,
Okame,Restaurant,75008,235 Rue du Faubourg Saint-Honoré,48.877385,2.2986499999999523,+33 1 46 22 95 03,De 16 à 35 €,Asiatique,Japonais,
Gare au Gorille ,Restaurant,75017,"68, rue des Dames",48.8835719,2.319894999999974,+33 1 42 94 24 02,De 36 à 50 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Bal Café Otto,Restaurant,75018,"6, impasse de la Défense",48.8852725,2.3273269000000028,+ 33 1 44 70 75 51,De 16 à 35 €,Café / Coffee Shop,Néobistrot,Autrichien
L'Archeste,Restaurant,75116,"79, rue de la Tour",48.86174190000001,2.2780983000000106,+ 33 1 40 71 69 68,Plus de 51 €,Cuisine d'auteur,,
Jan,Restaurant,06300,"12, rue Lascaris",43.6997914,7.284823299999971,+33 4 97 19  32 23,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Le Chien de la Lune,Restaurant,75018,"22, rue de Jessaint",48.8850919,2.3553627000000006,+33 1 42 62 40 60 ,De 16 à 35 €,Bistrot,Cuisine du marché,
Pure & V,Restaurant,06000,"15, rue Bottero",43.6964938,7.254139099999975,,Plus de 51 €,Cuisine d'auteur,,
La Mise au Verre,Restaurant,06000,"17, rue Pastorelli",43.7011315,7.272641199999953,+33 4 93 85 69 90,De 36 à 50 €,Bistrot,Cuisine du marché,Bar à vins / Cave à manger
Yuyu Bento ,Restaurant,06000,"27, rue Tonduti-de-l'Escarene",43.7019907,7.272827000000007,+33 4 93 79 73 53,Moins de 15 €,Japonais,,
La Clé des Champs,Restaurant,67150,"171, rue de l’Ecole",48.4482969,7.671320400000013,+33 3 88 98 10 92,De 16 à 35 €,Bistrot,Cuisine du marché,Alsacien
Huître Brûlée,Restaurant,14600,"8, rue Brûlée",49.4204939,0.23200129999997898,+ 33 9 82 57 90 18,De 16 à 35 €,Bistrot,Cuisine du marché,Terroir
Le Rouge aux Lèvres ,Restaurant,17000,"4, rue des Cloutiers",46.1621292,-1.1488190000000031,+33 5 46 50 08 17,De 16 à 35 €,Néobistrot,Bar à vins / Cave à manger,
Le Comptoir Breizh Café,Restaurant,35400,"6, rue de l’Orme ",48.6480979,-2.025156000000038,+33 2 99 56 96 08,De 16 à 35 €,Crêperie,,
Fontevraud Le Restaurant,Restaurant,49590,"38, rue Saint-Jean-de-L’Habit",47.1810713,0.05228050000005169,+33 2 46 46 10 20,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
Barbakoa,Restaurant,64200,Rue de Palassie,43.4603537,-1.5635896999999659,+33 5 59 85 42 72,De 16 à 35 €,Bistrot,Viandes / Grillades,
Vermillon,Restaurant,75009,"5, rue de Calais",48.8822195,2.3313728000000538,+ 33 1 42 41 49 68,De 16 à 35 €,Cuisine du marché,,
Tomo,Restaurant,69006,"7, rue Pierre-Corneille",45.76726,4.843246099999988,+33 4 78 41 84 60,De 36 à 50 €,Asiatique,Japonais,
Aux Crieurs de Vin,Restaurant,10000,"4, place Jean-Jaurès",48.2951749,4.071304599999962,+33 3 25 40 01 01,De 16 à 35 €,Bistrot,Cuisine du marché,Bar à vins / Cave à manger
Le Canon,Restaurant,06000,"23, rue Meyerbeer",43.6971056,7.260333800000012,+33 4 93 79 09 24,De 36 à 50 €,Bistrot,Cuisine du marché,Terroir
Sépia,Restaurant,13007,"2, rue Vauvenargues",43.2894509,5.36857550000002,+33 9 83 82 67 27,De 36 à 50 €,Bistrot,,
Ferme-Auberge de Jassenove,Restaurant,12100,Jassenove-du-Larzac,44.07456,3.1972200000000157,+33 5 65 60 71 80,De 16 à 35 €,Terroir,,
Café Bras,Restaurant,12000,Jardin du Foirail,44.3517432,2.568869100000029,+33 5 65 68 06 70,De 16 à 35 €,Cuisine d'auteur,Néobistrot,Terroir
Maïdo,Restaurant,06000,"29, rue Tonduti-de-l'Escarène",43.7019738,7.272617399999945,+33 4 93 87 97 28,De 16 à 35 €,Japonais,Tapas,
L'Art et la Matière,Restaurant,15000,"4, rue du Salut ",44.9292761,2.4460507000000007,+33 9 83 58 61 55,Moins de 15 €,Café / Coffee Shop,Planches / Assiettes froides,Bar à vins / Cave à manger
Madame Jeanne,Restaurant,13006,"84-86, rue Grignan",43.2915462,5.37381490000007,+33 04 86 26 54 16,De 36 à 50 €,Néobistrot,,
La Côte Rôtie ,Restaurant,17000,"2, bd Maréchal-Lyautey ",46.1618682,-1.2027413000000706,+33 5 46 44 04 19,De 16 à 35 €,Bistrot,Cuisine du marché,
Vientiane,Restaurant,13002,16 Rue de la Mûre,43.2975688,5.371928099999991,+33 6 09 16 82 63,De 16 à 35 €,Laotien,Vietnamien,Chinois
Le Gibolin,Restaurant,13200,"13, rue des Porcelets",43.6769052,4.62414739999997,+33 4 88 65 43 14,De 16 à 35 €,Bistrot,Bar à vins / Cave à manger,
Le Four Pop,Restaurant,13600,"11, rue Edgar-Quinet",43.1753795,5.6091034999999465,+33 4 42 82 96 81,Moins de 15 €,Italien,Pizzas,
L’Abri des Barges,Restaurant,22220,Moulin du Carpont,48.803676,-3.212621000000013,+33 2 96 40 04 04,De 36 à 50 €,Cuisine du marché,Néobistrot,Poissons et fruits de mer
L'Oiseau sur sa Branche,Restaurant,26400,Pl. du Village,44.6458141,5.062354899999946,+33 4 75 76 02 03,De 16 à 35 €,Bistrot,Café / Coffee Shop,
La Marmite,Restaurant,30000,"13, rue de l'Agau",43.8394645,4.356563999999935,+33 4 66 29 98 23,De 16 à 35 €,Bistrot,Bar à vins / Cave à manger,
Le Verre à Soie,Restaurant,26110,"12, pl. du Dr-Bourdongle",44.3602357,5.140411399999948,+33 4 75 26 15 18,De 16 à 35 €,Bistrot,Bar à vins / Cave à manger,
L'Aspérule ,Restaurant,21000,"43, rue Jean-Jacques-Rousseau",47.3247734,5.044995500000027,+33 3 80 19 12 84,Plus de 51 €,Cuisine d'auteur,,
Le Veilleur d'Urval ,Restaurant,24480,Le Bourg,44.81264760000001,0.9490223000000242,+33 5 47 77 25 31,De 16 à 35 €,Biocool,Cuisine du marché,Néobistrot
A Casarella,Restaurant,20220,Rue de Barcelone,42.5991996,8.901860700000043,+33 4 95 61 78 08,De 16 à 35 €,Casse-croûte,Corse,Terroir
Auberge de Chassignolles,Restaurant,43440,Le Bourg,45.397506,3.4918030000000044,+33 4 71 76 32 36,De 16 à 35 €,Biocool,Bistrot,Terroir
Pas comme les autres,Restaurant,34500,"3, rue Porte-Olivier",43.3443034,3.2122084000000086,+33 4 67 48 53 05,De 16 à 35 €,Bar à vins / Cave à manger,,
Tentazioni,Restaurant,33000,"59, rue du Palais-Gallien",44.843528,-0.5817750999999589,+33 5 56 52 62 12,De 36 à 50 €,Bistrot,Cuisine du marché,Italien
Hutong,Restaurant,33000,"1, pl. Général-Sarrail",44.8323028,-0.5725476000000072,+33 9 67 61 81 99,De 16 à 35 €,Lèche-doigts,Singapourien,
Paradiso,Restaurant,34200,"11, quai de la Résistance",43.4041138,3.6965976000000182,+ 33 4 67 74 26 48,Moins de 15 €,Lèche-doigts,,
L'Esprit du Causse,Restaurant,46260,Le Bourg,44.40155000000001,1.6441389999999956,+ 33 5 65 22 37 66,De 16 à 35 €,Cuisine d'auteur,Cuisine du marché,
"Vincent, Cuisinier de Campagne",Restaurant,37140,"19, rue de la Gallotière",47.285803,0.26769609999996646,+33 2 47 96 17 21,De 16 à 35 €,Cuisine d'auteur,Terroir,
Le Pourquoi Pas ,Restaurant,35800,"17, av. George-V",48.6344574,-2.0490763000000243,+ 33 2 99 80 30 00,Plus de 51 €,Cuisine d'auteur,Néobistrot,
L'Arsouille,Restaurant,35000,"17, rue Paul-Bert",48.1107627,-1.6697503000000324,+33 2 99 38 11 10,De 16 à 35 €,Cuisine d'auteur,Néobistrot,Bar à vins / Cave à manger
Petite Nature,Restaurant,35000,"1, pl. de la Rotonde ",48.10687739999999,-1.6870691999999963,+33 2 57 21 29 07,Moins de 15 €,Biocool,Café / Coffee Shop,Snack / Tartes / Salades / Soupes / Bols
Le Globe,Restaurant,35000,"32, bd de la Liberté ",48.1078057,-1.6811064999999417,+33 2 99 79 44 44,De 16 à 35 €,Bistrot,Cuisine du marché,
Le Bistrot du Rocher,Restaurant,35400,"19, rue de Toulouse",48.6466737,-2.02626429999998,+33 2 99 40 82 05,De 16 à 35 €,Bistrot,Cuisine du marché,
Le P'tit Restau ,Restaurant,37600,"6, Grande Rue",47.1281526,0.9983339999999998,+33 2 47 19 85 32,De 16 à 35 €,Néobistrot,,
Mambo Delizie Italiane,Restaurant,40130,"81, avenue Maréchal-de-Lattre-de-Tassigny",43.6490294,-1.4432047000000239,+33 9 73 23 34 13,De 36 à 50 €,Italien,,
La Grenouillère,Restaurant,62170,"19, rue de la Grenouillère",50.4710684,1.7543530000000374,+33 3 21 06 07 22,Plus de 51 €,Cuisine d'auteur,,
L'Aromatique ,Restaurant,12800,"7, bd Eugène-Viala",44.1978857,2.3408286999999746,+33 5 65 42 49 64,De 16 à 35 €,Cuisine du marché,Néobistrot,
Pastis Restaurant,Restaurant,34000,"3, rue Terral",43.6099367,3.8736836000000494,+33 4 67 66 37 26,De 36 à 50 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Anecdote,Restaurant,62170,"1, rue des Juifs",50.46489020000001,1.763130799999999,+33 3 21 86 65 80 ,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
Le Clos Caché,Restaurant,46230,Clau del Mazut,44.3618745,1.628714500000001,+33 5 65 24 56 26,Plus de 51 €,Bistrot,Cuisine du marché,Terroir
Rouge Barre ,Restaurant,59800,"50, rue de la Halle",50.6443509,3.0593311000000085,+33 3 20 67 08 84,De 36 à 50 €,Néobistrot,,
L’Annexe,Restaurant,56360,3 Quai de l'Acadie,47.3477026,-3.1542590000000246,,De 16 à 35 €,Crêperie,,
La Verticale ,Restaurant,61130,"9, pl. de la République",48.3764691,0.5611029000000372,+33 2 33 25 67 16,De 36 à 50 €,Tapas,Bar à vins / Cave à manger,
Le Vagabond,Restaurant,59800,"112, rue Saint-André",50.6461024,3.055718200000001,Pas de téléphone. ,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
La Bijouterie,Restaurant,69001,"16, rue Hippolyte-Flandrin",45.7679975,4.830504700000006,+33 4 78 08 14 03,De 16 à 35 €,Cuisine d'auteur,Néobistrot,
Le Grand Couvert,Restaurant,71340,La Colline du Colombier,46.1888348,4.067439499999978,+33 3 85 84 07 24,De 36 à 50 €,Néobistrot,Terroir,
Aux Terrasses ,Restaurant,71700,"18, av. du 23-Janvier",46.55904959999999,4.9142504000000145,+33 3 85 51 01 74,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Ravigote,Restaurant,69003,"76, rue Mazenod",45.75882989999999,4.848103700000024,+33 4 72 15 45 54,De 16 à 35 €,Cuisine du marché,Néobistrot,
Le Garriane,Restaurant,66000,"15, rue Valette",42.6968519,2.8806356999999707,+33 4 68 67 07 44,De 36 à 50 €,Bistrot,Cuisine d'auteur,
Le Quillosque,Restaurant,63000,"4, rue Saint-Eutrope",45.78130290000001,3.082430899999963,+33 4 73 34 30 41,De 16 à 35 €,Planches / Assiettes froides,Bar à vins / Cave à manger,
Odessa Comptoir,Restaurant,69001,"14, rue René-Leynaud",45.7696548,4.833297499999958,+33 9 80 34 32 51,,Cuisine du marché,Bar à vins / Cave à manger,
L'O des Vignes,Restaurant,71960,"129, rue du Bourg",46.28024780000001,4.7434518000000025,+33 3 85 38 33 40,De 16 à 35 €,Bistrot,Bar à vins / Cave à manger,
Le P’tit Suisse,Restaurant,64500,Pl. Louis-XIV,43.3876588,-1.6646117000000231,+33 5 59 51 85 52 ,Moins de 15 €,Néobistrot,Bar à vins / Cave à manger,
Auberge La Fenière,Restaurant,84160,Route de Lourmarin,43.74882900000001,5.3643030000000635,+33 4 90 68 11 79,Plus de 51 €,Cuisine d'auteur,Méditerranéen,
Le Chardenoux,Restaurant,75011,"1, rue Jules-Vallès",48.8527401,2.3849338999999645,+33 1 43 71 49 52,Plus de 51 €,Néobistrot,Poissons et fruits de mer,
Au Fil du Zinc,Restaurant,89800,"18, rue des Moulins",47.8162817,3.8009716000000253,+33 3 86 33 96 39,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
L'Espiguette,Restaurant,76000,"25, pl. Saint-Amand",49.4416725,1.097422300000062,+33 2 35 71 66 27,De 36 à 50 €,Bistrot,,
Le Petit Vendôme,Restaurant,75002,"8, rue des Capucines",48.8688091,2.3297599999999647,+33 1 42 61 05 88,De 16 à 35 €,Café / Coffee Shop,Terroir,Sandwichs / Bagels
La Table d'Elise,Restaurant,85330,"5, rue Marie-Lemonnier",47.0236999,-2.299921700000027,+33 2 28 10 68 35,De 16 à 35 €,Cuisine du marché,Néobistrot,
Le Mathurin,Restaurant,80230,"1, pl. des Pilotes",50.1863501,1.6389692999999852,+33 3 22 30 08 50 ,De 36 à 50 €,Poissons et fruits de mer,,
Bistrot Constant,Restaurant,82700,"25, av. de l’Usine",43.96105960000001,1.235888799999998,+33 5 63 24 63 02,De 36 à 50 €,Bistrot,Terroir,
Takao Takano,Restaurant,69006,"33, rue Malesherbes",45.7703624,4.842665699999998,+33 4 82 31 43 39,Plus de 51 €,Cuisine d'auteur,,
Prairial,Restaurant,69001,"11, rue Chavanne",45.7649342,4.8325417999999445,+33 4 78 27 86 93,Plus de 51 €,Néobistrot,,
L'Antre,Restaurant,64210,"6, av. de la Grande-Plage",43.43924579999999,-1.590779800000064,+33 5 59 47 78 92,De 36 à 50 €,Biocool,Cuisine d'auteur,Néobistrot
Le Jeu de Quilles,Restaurant,69001,"1, pl. Meissonier",45.76634989999999,4.8325803999999835,+33 4 82 91 22 65 ,De 16 à 35 €,Cuisine du marché,Planches / Assiettes froides,Bar à vins / Cave à manger
La Comédie des Vins,Restaurant,44000,"4, rue Suffren",47.213,-1.5608829999999898,+33 2 40 73 11 68,Moins de 15 €,Planches / Assiettes froides,Bar à vins / Cave à manger,
Cibo,Restaurant,64200,"51 bis, rue Gambetta",43.47914189999999,-1.564233300000069,+33 5 35 46 56 71,De 16 à 35 €,Italien,Pizzas,Végétarien
La Mercerie,Restaurant,13001,"9, cours Saint-Louis",43.2958061,5.378418199999942,+33 4 91 06 18 44,De 36 à 50 €,Néobistrot,Bar à vins / Cave à manger,
Cantina,Restaurant,75010,"11, rue Marie-et-Louise",48.87188,2.366474499999981,,De 16 à 35 €,Tapas,Néobistrot,
La Pêche à la Vigne,Restaurant,06300,"13, rue Cassini",43.6995988,7.28289570000004,+33 4 93 31 17 45,De 16 à 35 €,Bar à vins / Cave à manger,,
Chez Alphonse,Restaurant,87000,"5, pl. de la Motte",45.8290962,1.256469,+33 5 55 34 34 14,De 16 à 35 €,Bistrot,Brasserie,Cuisine du marché
Restaurant du Badaboum,Restaurant,75011,"2, rue des Taillandiers",48.85345299999999,2.3757510000000366,+33 1 85 09 75 46,De 16 à 35 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Le Chateaubriand,Restaurant,75011,"129, av. Parmentier",48.8693593,2.371313999999984,+33 1 43 57 45 95,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Frenchie bar à vins,Restaurant,75002,"6, rue du Nil",48.8678009,2.347908,+33 1 40 39 96 19,De 36 à 50 €,Bar à vins / Cave à manger,,
Le Ruisseau Burger Joint,Restaurant,75003,"22, rue Rambuteau",48.86115820000001,2.3545435999999427,+33 1 43 70 02 21,Moins de 15 €,Burgers,Lèche-doigts,
Soif,Restaurant,33000,"35, rue du Cancera",44.8399295,-0.5724869000000581,+33 9 86 10 42 40,De 16 à 35 €,Cuisine d'auteur,Néobistrot,Bar à vins / Cave à manger
Street Bangkok Roast & Beer,Restaurant,75002,"112, rue Saint-Denis",48.8639143,2.3503427000000556,+33 1 42 36 60 92,De 16 à 35 €,Asiatique,Thaïlandais,Lèche-doigts
Miss Marple,Restaurant,75007,"16, av. de la Motte-Picquet",48.8565084,2.308484700000008,+33 01 45 50 14 27 ,De 36 à 50 €,Salon de thé / Pâtisserie,Snack / Tartes / Salades / Soupes / Bols,
Chinaski,Restaurant,75005,"46, rue Daubenton",48.8403583,2.350235600000019,+33 1 73 74 74 06,De 16 à 35 €,Café / Coffee Shop,Cuisine d'auteur,Néobistrot
